"Phage","Host","EOP","EOP_bin"
"28-2","28-1",0.16666667,"[2.22e-16,0.2)"
"28-3","28-1",0.2,"[0.2,0.4)"
"28-4","28-1",0.035,"[2.22e-16,0.2)"
"28-5","28-1",0.15,"[2.22e-16,0.2)"
"28-6","28-1",0.0096,"[2.22e-16,0.2)"
"28-7","28-1",0.048,"[2.22e-16,0.2)"
"28-8","28-1",0.05333333,"[2.22e-16,0.2)"
"28-9","28-1",0.00256,"[2.22e-16,0.2)"
"28-10","28-1",0.06857143,"[2.22e-16,0.2)"
"28-11","28-1",0.00363636,"[2.22e-16,0.2)"
"8-1","28-2",0,"[0,2.22e-16)"
"8-2","28-2",0,"[0,2.22e-16)"
"8-3","28-2",0,"[0,2.22e-16)"
"8-4","28-2",0,"[0,2.22e-16)"
"8-5","28-2",0,"[0,2.22e-16)"
"8-6","28-2",0,"[0,2.22e-16)"
"8-7","28-2",0,"[0,2.22e-16)"
"8-8","28-2",0,"[0,2.22e-16)"
"8-9","28-2",0,"[0,2.22e-16)"
"8-10","28-2",0,"[0,2.22e-16)"
"8-11","28-2",0,"[0,2.22e-16)"
"15-1","28-2",0.01333333,"[2.22e-16,0.2)"
"15-2","28-2",4,"[1,Inf)"
"15-3","28-2",0.024,"[2.22e-16,0.2)"
"15-4","28-2",0.225,"[0.2,0.4)"
"15-5","28-2",0,"[0,2.22e-16)"
"15-6","28-2",0.05,"[2.22e-16,0.2)"
"15-7","28-2",0.015,"[2.22e-16,0.2)"
"15-8","28-2",0,"[0,2.22e-16)"
"15-9","28-2",0,"[0,2.22e-16)"
"15-10","28-2",0,"[0,2.22e-16)"
"15-11","28-2",0,"[0,2.22e-16)"
"22-1","28-2",0,"[0,2.22e-16)"
"22-2","28-2",0,"[0,2.22e-16)"
"22-3","28-2",0.06666667,"[2.22e-16,0.2)"
"22-4","28-2",0.06,"[2.22e-16,0.2)"
"22-5","28-2",0.12,"[2.22e-16,0.2)"
"22-6","28-2",0.125,"[2.22e-16,0.2)"
"22-7","28-2",0.66666667,"[0.6,0.8)"
"22-8","28-2",0.00933333,"[2.22e-16,0.2)"
"22-9","28-2",0.008,"[2.22e-16,0.2)"
"22-10","28-2",0.13333333,"[2.22e-16,0.2)"
"22-11","28-2",0.08,"[2.22e-16,0.2)"
"28-1","28-2",0,"[0,2.22e-16)"
"28-2","28-2",0,"[0,2.22e-16)"
"28-3","28-2",0,"[0,2.22e-16)"
"28-4","28-2",0,"[0,2.22e-16)"
"28-5","28-2",0,"[0,2.22e-16)"
"28-6","28-2",0,"[0,2.22e-16)"
"28-7","28-2",0,"[0,2.22e-16)"
"28-8","28-2",0,"[0,2.22e-16)"
"28-9","28-2",0,"[0,2.22e-16)"
"28-10","28-2",0,"[0,2.22e-16)"
"28-11","28-2",0,"[0,2.22e-16)"
"8-1","28-3",0,"[0,2.22e-16)"
"8-2","28-3",0,"[0,2.22e-16)"
"8-3","28-3",0,"[0,2.22e-16)"
"8-4","28-3",0,"[0,2.22e-16)"
"8-5","28-3",0,"[0,2.22e-16)"
"8-6","28-3",0,"[0,2.22e-16)"
"8-7","28-3",0,"[0,2.22e-16)"
"8-8","28-3",0,"[0,2.22e-16)"
"8-9","28-3",0,"[0,2.22e-16)"
"8-10","28-3",0,"[0,2.22e-16)"
"8-11","28-3",0,"[0,2.22e-16)"
"15-1","28-3",0,"[0,2.22e-16)"
"15-2","28-3",0,"[0,2.22e-16)"
"15-3","28-3",0.032,"[2.22e-16,0.2)"
"15-4","28-3",0.05,"[2.22e-16,0.2)"
"15-5","28-3",0,"[0,2.22e-16)"
"15-6","28-3",0.05,"[2.22e-16,0.2)"
"15-7","28-3",0,"[0,2.22e-16)"
"15-8","28-3",0,"[0,2.22e-16)"
"15-9","28-3",0,"[0,2.22e-16)"
"15-10","28-3",0,"[0,2.22e-16)"
"15-11","28-3",0.75,"[0.6,0.8)"
"22-1","28-3",0,"[0,2.22e-16)"
"22-2","28-3",0,"[0,2.22e-16)"
"22-3","28-3",0,"[0,2.22e-16)"
"22-4","28-3",0,"[0,2.22e-16)"
"22-5","28-3",0,"[0,2.22e-16)"
"22-6","28-3",0,"[0,2.22e-16)"
"22-7","28-3",0.26666667,"[0.2,0.4)"
"22-8","28-3",0,"[0,2.22e-16)"
"22-9","28-3",0.00342857,"[2.22e-16,0.2)"
"22-10","28-3",0.06666667,"[2.22e-16,0.2)"
"22-11","28-3",0.5,"[0.4,0.6)"
"28-1","28-3",0.02,"[2.22e-16,0.2)"
"28-2","28-3",0.04666667,"[2.22e-16,0.2)"
"28-3","28-3",0.02666667,"[2.22e-16,0.2)"
"28-4","28-3",0.003,"[2.22e-16,0.2)"
"28-5","28-3",0,"[0,2.22e-16)"
"28-6","28-3",0,"[0,2.22e-16)"
"28-7","28-3",0,"[0,2.22e-16)"
"28-8","28-3",0,"[0,2.22e-16)"
"28-9","28-3",0,"[0,2.22e-16)"
"28-10","28-3",0,"[0,2.22e-16)"
"28-11","28-3",0,"[0,2.22e-16)"
"8-1","28-4",0,"[0,2.22e-16)"
"8-2","28-4",0,"[0,2.22e-16)"
"8-3","28-4",0,"[0,2.22e-16)"
"8-4","28-4",0,"[0,2.22e-16)"
"8-5","28-4",0,"[0,2.22e-16)"
"8-6","28-4",0,"[0,2.22e-16)"
"8-7","28-4",0,"[0,2.22e-16)"
"8-8","28-4",0,"[0,2.22e-16)"
"8-9","28-4",0,"[0,2.22e-16)"
"8-10","28-4",0,"[0,2.22e-16)"
"8-11","28-4",0,"[0,2.22e-16)"
"15-1","28-4",0,"[0,2.22e-16)"
"15-2","28-4",0,"[0,2.22e-16)"
"15-3","28-4",0.024,"[2.22e-16,0.2)"
"15-4","28-4",0.15,"[2.22e-16,0.2)"
"15-5","28-4",0,"[0,2.22e-16)"
"15-6","28-4",0.15,"[2.22e-16,0.2)"
"15-7","28-4",0,"[0,2.22e-16)"
"15-8","28-4",0,"[0,2.22e-16)"
"15-9","28-4",0.004,"[2.22e-16,0.2)"
"15-10","28-4",0.03,"[2.22e-16,0.2)"
"15-11","28-4",0.25,"[0.2,0.4)"
"22-1","28-4",0.8,"[0.8,1)"
"22-2","28-4",0.03333333,"[2.22e-16,0.2)"
"22-3","28-4",0.58333333,"[0.4,0.6)"
"22-4","28-4",0.2,"[0.2,0.4)"
"22-5","28-4",0.2,"[0.2,0.4)"
"22-6","28-4",0.1,"[2.22e-16,0.2)"
"22-7","28-4",0.83333333,"[0.8,1)"
"22-8","28-4",0.00133333,"[2.22e-16,0.2)"
"22-9","28-4",0.00571429,"[2.22e-16,0.2)"
"22-10","28-4",0.1,"[2.22e-16,0.2)"
"22-11","28-4",0.18,"[2.22e-16,0.2)"
"28-1","28-4",0.1,"[2.22e-16,0.2)"
"28-2","28-4",0.2,"[0.2,0.4)"
"28-3","28-4",0.16666667,"[2.22e-16,0.2)"
"28-4","28-4",0.03,"[2.22e-16,0.2)"
"28-5","28-4",0.1,"[2.22e-16,0.2)"
"28-6","28-4",0.0048,"[2.22e-16,0.2)"
"28-7","28-4",0.032,"[2.22e-16,0.2)"
"28-8","28-4",0.02266667,"[2.22e-16,0.2)"
"28-9","28-4",0.008,"[2.22e-16,0.2)"
"28-10","28-4",0.06857143,"[2.22e-16,0.2)"
"28-11","28-4",0.00203636,"[2.22e-16,0.2)"
"8-1","28-5",0,"[0,2.22e-16)"
"8-2","28-5",0,"[0,2.22e-16)"
"8-3","28-5",0,"[0,2.22e-16)"
"8-4","28-5",0,"[0,2.22e-16)"
"8-5","28-5",0,"[0,2.22e-16)"
"8-6","28-5",0,"[0,2.22e-16)"
"8-7","28-5",0,"[0,2.22e-16)"
"8-8","28-5",0,"[0,2.22e-16)"
"8-9","28-5",0,"[0,2.22e-16)"
"8-10","28-5",0,"[0,2.22e-16)"
"8-11","28-5",0,"[0,2.22e-16)"
"15-1","28-5",0,"[0,2.22e-16)"
"15-2","28-5",0,"[0,2.22e-16)"
"15-3","28-5",0,"[0,2.22e-16)"
"15-4","28-5",0,"[0,2.22e-16)"
"15-5","28-5",0,"[0,2.22e-16)"
"15-6","28-5",0,"[0,2.22e-16)"
"15-7","28-5",0,"[0,2.22e-16)"
"15-8","28-5",0,"[0,2.22e-16)"
"15-9","28-5",0,"[0,2.22e-16)"
"15-10","28-5",0,"[0,2.22e-16)"
"15-11","28-5",0,"[0,2.22e-16)"
"22-1","28-5",0,"[0,2.22e-16)"
"22-2","28-5",0,"[0,2.22e-16)"
"22-3","28-5",0,"[0,2.22e-16)"
"22-4","28-5",0,"[0,2.22e-16)"
"22-5","28-5",0,"[0,2.22e-16)"
"22-6","28-5",0,"[0,2.22e-16)"
"22-7","28-5",0,"[0,2.22e-16)"
"22-8","28-5",0,"[0,2.22e-16)"
"22-9","28-5",0,"[0,2.22e-16)"
"22-10","28-5",0,"[0,2.22e-16)"
"22-11","28-5",0,"[0,2.22e-16)"
"28-1","28-5",0.08,"[2.22e-16,0.2)"
"28-2","28-5",0.05333333,"[2.22e-16,0.2)"
"28-3","28-5",0.23333333,"[0.2,0.4)"
"28-4","28-5",0.011,"[2.22e-16,0.2)"
"28-5","28-5",0.04,"[2.22e-16,0.2)"
"28-6","28-5",0.00288,"[2.22e-16,0.2)"
"28-7","28-5",0.04,"[2.22e-16,0.2)"
"28-8","28-5",0.016,"[2.22e-16,0.2)"
"28-9","28-5",0.00288,"[2.22e-16,0.2)"
"28-10","28-5",0.02857143,"[2.22e-16,0.2)"
"28-11","28-5",0.0016,"[2.22e-16,0.2)"
"8-1","28-6",0,"[0,2.22e-16)"
"8-2","28-6",0,"[0,2.22e-16)"
"8-3","28-6",0,"[0,2.22e-16)"
"8-4","28-6",0,"[0,2.22e-16)"
"8-5","28-6",0,"[0,2.22e-16)"
"8-6","28-6",0,"[0,2.22e-16)"
"8-7","28-6",0,"[0,2.22e-16)"
"8-8","28-6",0,"[0,2.22e-16)"
"8-9","28-6",0,"[0,2.22e-16)"
"8-10","28-6",0,"[0,2.22e-16)"
"8-11","28-6",0,"[0,2.22e-16)"
"15-1","28-6",0,"[0,2.22e-16)"
"15-2","28-6",0,"[0,2.22e-16)"
"15-3","28-6",0,"[0,2.22e-16)"
"15-4","28-6",0,"[0,2.22e-16)"
"15-5","28-6",0,"[0,2.22e-16)"
"15-6","28-6",0,"[0,2.22e-16)"
"15-7","28-6",0,"[0,2.22e-16)"
"15-8","28-6",0,"[0,2.22e-16)"
"15-9","28-6",0,"[0,2.22e-16)"
"15-10","28-6",0,"[0,2.22e-16)"
"15-11","28-6",0,"[0,2.22e-16)"
"22-1","28-6",0,"[0,2.22e-16)"
"22-2","28-6",0,"[0,2.22e-16)"
"22-3","28-6",0,"[0,2.22e-16)"
"22-4","28-6",0,"[0,2.22e-16)"
"22-5","28-6",0,"[0,2.22e-16)"
"22-6","28-6",0,"[0,2.22e-16)"
"22-7","28-6",0,"[0,2.22e-16)"
"22-8","28-6",0,"[0,2.22e-16)"
"22-9","28-6",0,"[0,2.22e-16)"
"22-10","28-6",0,"[0,2.22e-16)"
"22-11","28-6",0,"[0,2.22e-16)"
"28-1","28-6",0,"[0,2.22e-16)"
"28-2","28-6",0,"[0,2.22e-16)"
"28-3","28-6",0,"[0,2.22e-16)"
"28-4","28-6",0,"[0,2.22e-16)"
"28-5","28-6",0,"[0,2.22e-16)"
"28-6","28-6",0,"[0,2.22e-16)"
"28-7","28-6",0,"[0,2.22e-16)"
"28-8","28-6",0,"[0,2.22e-16)"
"28-9","28-6",0,"[0,2.22e-16)"
"28-10","28-6",0,"[0,2.22e-16)"
"28-11","28-6",0,"[0,2.22e-16)"
"8-1","28-7",0,"[0,2.22e-16)"
"8-2","28-7",0,"[0,2.22e-16)"
"8-3","28-7",0,"[0,2.22e-16)"
"8-4","28-7",0,"[0,2.22e-16)"
"8-5","28-7",0,"[0,2.22e-16)"
"8-6","28-7",0,"[0,2.22e-16)"
"8-7","28-7",0,"[0,2.22e-16)"
"8-8","28-7",0,"[0,2.22e-16)"
"8-9","28-7",0,"[0,2.22e-16)"
"8-10","28-7",0,"[0,2.22e-16)"
"8-11","28-7",0,"[0,2.22e-16)"
"15-1","28-7",0,"[0,2.22e-16)"
"15-2","28-7",0,"[0,2.22e-16)"
"15-3","28-7",0,"[0,2.22e-16)"
"15-4","28-7",0.1,"[2.22e-16,0.2)"
"15-5","28-7",1,"[1,Inf)"
"15-6","28-7",0.1,"[2.22e-16,0.2)"
"15-7","28-7",0,"[0,2.22e-16)"
"15-8","28-7",0,"[0,2.22e-16)"
"15-9","28-7",0.016,"[2.22e-16,0.2)"
"15-10","28-7",0,"[0,2.22e-16)"
"15-11","28-7",0,"[0,2.22e-16)"
"22-1","28-7",0.24,"[0.2,0.4)"
"22-2","28-7",0,"[0,2.22e-16)"
"22-3","28-7",0.5,"[0.4,0.6)"
"22-4","28-7",0.06,"[2.22e-16,0.2)"
"22-5","28-7",0.24,"[0.2,0.4)"
"22-6","28-7",0,"[0,2.22e-16)"
"22-7","28-7",0.36666667,"[0.2,0.4)"
"22-8","28-7",0,"[0,2.22e-16)"
"22-9","28-7",0,"[0,2.22e-16)"
"22-10","28-7",0.13333333,"[2.22e-16,0.2)"
"22-11","28-7",0.4,"[0.4,0.6)"
"28-1","28-7",0.24,"[0.2,0.4)"
"28-2","28-7",0.66666667,"[0.6,0.8)"
"28-3","28-7",0.33333333,"[0.2,0.4)"
"28-4","28-7",0.03,"[2.22e-16,0.2)"
"28-5","28-7",0.5,"[0.4,0.6)"
"28-6","28-7",0.0096,"[2.22e-16,0.2)"
"28-7","28-7",0.016,"[2.22e-16,0.2)"
"28-8","28-7",0.03333333,"[2.22e-16,0.2)"
"28-9","28-7",0.0064,"[2.22e-16,0.2)"
"28-10","28-7",0.14285714,"[2.22e-16,0.2)"
"28-11","28-7",0.00145455,"[2.22e-16,0.2)"
"8-1","28-8",0,"[0,2.22e-16)"
"8-2","28-8",0,"[0,2.22e-16)"
"8-3","28-8",0,"[0,2.22e-16)"
"8-4","28-8",0,"[0,2.22e-16)"
"8-5","28-8",0,"[0,2.22e-16)"
"8-6","28-8",0,"[0,2.22e-16)"
"8-7","28-8",0,"[0,2.22e-16)"
"8-8","28-8",0,"[0,2.22e-16)"
"8-9","28-8",0,"[0,2.22e-16)"
"8-10","28-8",0,"[0,2.22e-16)"
"8-11","28-8",0,"[0,2.22e-16)"
"15-1","28-8",0,"[0,2.22e-16)"
"15-2","28-8",0,"[0,2.22e-16)"
"15-3","28-8",0,"[0,2.22e-16)"
"15-4","28-8",0,"[0,2.22e-16)"
"15-5","28-8",0,"[0,2.22e-16)"
"15-6","28-8",0,"[0,2.22e-16)"
"15-7","28-8",0,"[0,2.22e-16)"
"15-8","28-8",0,"[0,2.22e-16)"
"15-9","28-8",0,"[0,2.22e-16)"
"15-10","28-8",0,"[0,2.22e-16)"
"15-11","28-8",0,"[0,2.22e-16)"
"22-1","28-8",0,"[0,2.22e-16)"
"22-2","28-8",0,"[0,2.22e-16)"
"22-3","28-8",0,"[0,2.22e-16)"
"22-4","28-8",0,"[0,2.22e-16)"
"22-5","28-8",0,"[0,2.22e-16)"
"22-6","28-8",0,"[0,2.22e-16)"
"22-7","28-8",0,"[0,2.22e-16)"
"22-8","28-8",0,"[0,2.22e-16)"
"22-9","28-8",0,"[0,2.22e-16)"
"22-10","28-8",0,"[0,2.22e-16)"
"22-11","28-8",0,"[0,2.22e-16)"
"28-1","28-8",0,"[0,2.22e-16)"
"28-2","28-8",0,"[0,2.22e-16)"
"28-3","28-8",0,"[0,2.22e-16)"
"28-4","28-8",0,"[0,2.22e-16)"
"28-5","28-8",0,"[0,2.22e-16)"
"28-6","28-8",0,"[0,2.22e-16)"
"28-7","28-8",0,"[0,2.22e-16)"
"28-8","28-8",0,"[0,2.22e-16)"
"28-9","28-8",0,"[0,2.22e-16)"
"28-10","28-8",0,"[0,2.22e-16)"
"28-11","28-8",0,"[0,2.22e-16)"
"8-1","28-9",0,"[0,2.22e-16)"
"8-2","28-9",0,"[0,2.22e-16)"
"8-3","28-9",0,"[0,2.22e-16)"
"8-4","28-9",0,"[0,2.22e-16)"
"8-5","28-9",0,"[0,2.22e-16)"
"8-6","28-9",0,"[0,2.22e-16)"
"8-7","28-9",0,"[0,2.22e-16)"
"8-8","28-9",0,"[0,2.22e-16)"
"8-9","28-9",0,"[0,2.22e-16)"
"8-10","28-9",0,"[0,2.22e-16)"
"8-11","28-9",0,"[0,2.22e-16)"
"15-1","28-9",0,"[0,2.22e-16)"
"15-2","28-9",0,"[0,2.22e-16)"
"15-3","28-9",0.008,"[2.22e-16,0.2)"
"15-4","28-9",0.5,"[0.4,0.6)"
"15-5","28-9",0,"[0,2.22e-16)"
"15-6","28-9",0.1,"[2.22e-16,0.2)"
"15-7","28-9",0,"[0,2.22e-16)"
"15-8","28-9",0,"[0,2.22e-16)"
"15-9","28-9",0.024,"[2.22e-16,0.2)"
"15-10","28-9",0,"[0,2.22e-16)"
"15-11","28-9",1,"[1,Inf)"
"22-1","28-9",0.04,"[2.22e-16,0.2)"
"22-2","28-9",0,"[0,2.22e-16)"
"22-3","28-9",0.33333333,"[0.2,0.4)"
"22-4","28-9",0.03,"[2.22e-16,0.2)"
"22-5","28-9",0.2,"[0.2,0.4)"
"22-6","28-9",0.1,"[2.22e-16,0.2)"
"22-7","28-9",0.5,"[0.4,0.6)"
"22-8","28-9",0,"[0,2.22e-16)"
"22-9","28-9",0.00342857,"[2.22e-16,0.2)"
"22-10","28-9",0.03333333,"[2.22e-16,0.2)"
"22-11","28-9",0.08,"[2.22e-16,0.2)"
"28-1","28-9",0.12,"[2.22e-16,0.2)"
"28-2","28-9",0.83333333,"[0.8,1)"
"28-3","28-9",0.4,"[0.4,0.6)"
"28-4","28-9",0.03,"[2.22e-16,0.2)"
"28-5","28-9",0.125,"[2.22e-16,0.2)"
"28-6","28-9",0.056,"[2.22e-16,0.2)"
"28-7","28-9",0.0256,"[2.22e-16,0.2)"
"28-8","28-9",0.2,"[0.2,0.4)"
"28-9","28-9",0.032,"[2.22e-16,0.2)"
"28-10","28-9",0.17142857,"[2.22e-16,0.2)"
"28-11","28-9",0.00290909,"[2.22e-16,0.2)"
"8-1","28-10",0,"[0,2.22e-16)"
"8-2","28-10",0,"[0,2.22e-16)"
"8-3","28-10",0,"[0,2.22e-16)"
"8-4","28-10",0,"[0,2.22e-16)"
"8-5","28-10",0,"[0,2.22e-16)"
"8-6","28-10",0,"[0,2.22e-16)"
"8-7","28-10",0,"[0,2.22e-16)"
"8-8","28-10",0,"[0,2.22e-16)"
"8-9","28-10",0,"[0,2.22e-16)"
"8-10","28-10",0,"[0,2.22e-16)"
"8-11","28-10",0,"[0,2.22e-16)"
"15-1","28-10",0,"[0,2.22e-16)"
"15-2","28-10",3,"[1,Inf)"
"15-3","28-10",0,"[0,2.22e-16)"
"15-4","28-10",0.375,"[0.2,0.4)"
"15-5","28-10",0,"[0,2.22e-16)"
"15-6","28-10",0.2,"[0.2,0.4)"
"15-7","28-10",0,"[0,2.22e-16)"
"15-8","28-10",0,"[0,2.22e-16)"
"15-9","28-10",0,"[0,2.22e-16)"
"15-10","28-10",0,"[0,2.22e-16)"
"15-11","28-10",0,"[0,2.22e-16)"
"22-1","28-10",0.28,"[0.2,0.4)"
"22-2","28-10",0.13333333,"[2.22e-16,0.2)"
"22-3","28-10",0.83333333,"[0.8,1)"
"22-4","28-10",0.06,"[2.22e-16,0.2)"
"22-5","28-10",0.16,"[2.22e-16,0.2)"
"22-6","28-10",0,"[0,2.22e-16)"
"22-7","28-10",0.3,"[0.2,0.4)"
"22-8","28-10",0,"[0,2.22e-16)"
"22-9","28-10",0.00228571,"[2.22e-16,0.2)"
"22-10","28-10",0.5,"[0.4,0.6)"
"22-11","28-10",0.6,"[0.6,0.8)"
"28-1","28-10",0.044,"[2.22e-16,0.2)"
"28-2","28-10",0.16666667,"[2.22e-16,0.2)"
"28-3","28-10",0.16666667,"[2.22e-16,0.2)"
"28-4","28-10",0.03,"[2.22e-16,0.2)"
"28-5","28-10",0.125,"[2.22e-16,0.2)"
"28-6","28-10",0.008,"[2.22e-16,0.2)"
"28-7","28-10",0.016,"[2.22e-16,0.2)"
"28-8","28-10",0.02133333,"[2.22e-16,0.2)"
"28-9","28-10",0.00512,"[2.22e-16,0.2)"
"28-10","28-10",0.10857143,"[2.22e-16,0.2)"
"28-11","28-10",0.00290909,"[2.22e-16,0.2)"
"8-1","22-1",0,"[0,2.22e-16)"
"8-2","22-1",0,"[0,2.22e-16)"
"8-3","22-1",0,"[0,2.22e-16)"
"8-4","22-1",0,"[0,2.22e-16)"
"8-5","22-1",0,"[0,2.22e-16)"
"8-6","22-1",0,"[0,2.22e-16)"
"8-7","22-1",0,"[0,2.22e-16)"
"8-8","22-1",0,"[0,2.22e-16)"
"8-9","22-1",0,"[0,2.22e-16)"
"8-10","22-1",0,"[0,2.22e-16)"
"8-11","22-1",0,"[0,2.22e-16)"
"15-1","22-1",0,"[0,2.22e-16)"
"15-2","22-1",0.16666667,"[2.22e-16,0.2)"
"15-3","22-1",0.04,"[2.22e-16,0.2)"
"15-4","22-1",0.15,"[2.22e-16,0.2)"
"15-5","22-1",0.16666667,"[2.22e-16,0.2)"
"15-6","22-1",0,"[0,2.22e-16)"
"15-7","22-1",0,"[0,2.22e-16)"
"15-8","22-1",0,"[0,2.22e-16)"
"15-9","22-1",0.0024,"[2.22e-16,0.2)"
"15-10","22-1",0.0032,"[2.22e-16,0.2)"
"15-11","22-1",0.5,"[0.4,0.6)"
"22-1","22-1",0.23333333,"[0.2,0.4)"
"22-2","22-1",0,"[0,2.22e-16)"
"22-3","22-1",0.08,"[2.22e-16,0.2)"
"22-4","22-1",0.08,"[2.22e-16,0.2)"
"22-5","22-1",0,"[0,2.22e-16)"
"22-6","22-1",0.02,"[2.22e-16,0.2)"
"22-7","22-1",0.01818182,"[2.22e-16,0.2)"
"22-8","22-1",0,"[0,2.22e-16)"
"22-9","22-1",0.00266667,"[2.22e-16,0.2)"
"22-10","22-1",0.03111111,"[2.22e-16,0.2)"
"22-11","22-1",0.3,"[0.2,0.4)"
"28-1","22-1",0.06666667,"[2.22e-16,0.2)"
"28-2","22-1",0.53333333,"[0.4,0.6)"
"28-3","22-1",0.05,"[2.22e-16,0.2)"
"28-4","22-1",0.2,"[0.2,0.4)"
"28-5","22-1",0.0064,"[2.22e-16,0.2)"
"28-6","22-1",0.048,"[2.22e-16,0.2)"
"28-7","22-1",0.01,"[2.22e-16,0.2)"
"28-8","22-1",0.00177778,"[2.22e-16,0.2)"
"28-9","22-1",0.05,"[2.22e-16,0.2)"
"28-10","22-1",0.004,"[2.22e-16,0.2)"
"28-11","22-1",0,"[0,2.22e-16)"
"8-1","22-2",0,"[0,2.22e-16)"
"8-2","22-2",0,"[0,2.22e-16)"
"8-3","22-2",0,"[0,2.22e-16)"
"8-4","22-2",0,"[0,2.22e-16)"
